0.4	0	0	0	0.4	0
0.398002	0.0399255	0.0100313	0.0399334	0.397994	0.0103124
0.392027	0.0794362	0.0201247	0.0794677	0.391995	0.0206155
0.382135	0.118137	0.0302783	0.118208	0.382063	0.0308998
0.368424	0.155641	0.0404889	0.155767	0.368297	0.0411567
0.351033	0.191572	0.0507523	0.19177	0.350834	0.0513774
0.330134	0.225572	0.0610631	0.225857	0.329848	0.0615543
0.305937	0.257299	0.0714149	0.257687	0.305548	0.0716801
0.278683	0.286434	0.0818004	0.286942	0.278175	0.0817485
0.248644	0.312687	0.0922114	0.313331	0.248002	0.0917544
0.216121	0.335793	0.102639	0.336588	0.215329	0.101693
0.181438	0.35552	0.113074	0.356483	0.180482	0.111563
0.144943	0.371669	0.123507	0.372816	0.143806	0.12136
0.107	0.384077	0.133926	0.385423	0.105667	0.131085
0.0679869	0.392618	0.144323	0.39418	0.0664442	0.140739
0.0282949	0.397204	0.154688	0.398998	0.0265267	0.150323
-0.0116798	0.397788	0.165009	0.399829	-0.0136884	0.159841
-0.0515378	0.394362	0.175278	0.396666	-0.0538018	0.169297
-0.0908808	0.386957	0.185486	0.389539	-0.0934151	0.178698
-0.129316	0.375644	0.195624	0.37852	-0.132135	0.18805
-0.166459	0.360534	0.205686	0.363719	-0.169578	0.197362
-0.201938	0.341775	0.215663	0.345284	-0.205373	0.206643
-0.2354	0.319551	0.225552	0.323399	-0.239165	0.215902
-0.26651	0.294081	0.235348	0.298282	-0.270619	0.225151
-0.294957	0.265616	0.245047	0.270185	-0.299426	0.234401
-0.320457	0.234437	0.25465	0.239389	-0.325302	0.243663
-0.342756	0.200851	0.264154	0.206201	-0.34799	0.252951
-0.361629	0.165191	0.273562	0.170952	-0.36727	0.262275
-0.376889	0.127809	0.282877	0.133995	-0.382952	0.271649
-0.388383	0.0890737	0.292103	0.0956997	-0.394884	0.281084
-0.395997	0.049368	0.301246	0.056448	-0.402952	0.290592
-0.399654	0.00908424	0.310313	0.0166323	-0.407079	0.300184
-0.399318	-0.0313798	0.319313	-0.0233497	-0.407229	0.309869
-0.394992	-0.0716248	0.328255	-0.0630983	-0.403407	0.319658
-0.386719	-0.111254	0.337151	-0.102216	-0.395655	0.329559
-0.374583	-0.149875	0.346013	-0.140313	-0.384056	0.339578
-0.358703	-0.18711	0.354855	-0.177008	-0.368732	0.349721
-0.33924	-0.22259	0.363689	-0.211934	-0.349842	0.359992
-0.316387	-0.255968	0.372531	-0.244743	-0.32758	0.370395
-0.290373	-0.286916	0.381396	-0.275106	-0.302175	0.380929
-0.261457	-0.31513	0.390299	-0.302721	-0.273887	0.391594
-0.22993	-0.340335	0.399255	-0.327311	-0.243004	0.402389
-0.196104	-0.362286	0.408279	-0.34863	-0.209843	0.413307
-0.16032	-0.38077	0.417387	-0.366466	-0.17474	0.424344
-0.122933	-0.395608	0.426593	-0.380641	-0.138054	0.435492
-0.0843183	-0.406661	0.43591	-0.391012	-0.100159	0.446741
-0.044861	-0.413824	0.44535	-0.397476	-0.0614388	0.458081
-0.00495547	-0.417034	0.454927	-0.399969	-0.0222888	0.469497
0.0349996	-0.416265	0.464649	-0.398466	0.0168926	0.480978
0.0746049	-0.411534	0.474525	-0.392981	0.0557066	0.492507
0.113465	-0.402894	0.484564	-0.38357	0.0937575	0.504067
0.151191	-0.390442	0.494769	-0.370326	0.130658	0.515643
0.187407	-0.374308	0.505146	-0.353382	0.16603	0.527215
0.22175	-0.354663	0.515695	-0.332907	0.199514	0.538765
0.253877	-0.331712	0.526416	-0.309106	0.230765	0.550274
0.283468	-0.305692	0.537307	-0.282216	0.259465	0.561722
0.310226	-0.276872	0.548362	-0.252507	0.285317	0.573092
0.333885	-0.24555	0.559577	-0.220274	0.308055	0.584364
0.354208	-0.212047	0.570941	-0.185841	0.327442	0.59552
0.370991	-0.176706	0.582443	-0.149551	0.343277	0.606544
0.384068	-0.139892	0.594072	-0.111766	0.355393	0.617418
0.393307	-0.10198	0.605813	-0.072865	0.363658	0.628127
0.398617	-0.0633599	0.617649	-0.0332358	0.367981	0.638659
0.399943	-0.0244266	0.629562	0.00672556	0.368311	0.649001
0.397274	0.0144208	0.641534	0.0466197	0.364633	0.659143
0.390635	0.0527841	0.653543	0.086048	0.356975	0.669078
0.380093	0.09027	0.665568	0.124617	0.345404	0.678798
0.365753	0.126494	0.677587	0.16194	0.330025	0.688301
0.347759	0.161083	0.689577	0.197645	0.310982	0.697586
